objectid,objectnumber,classification,culture,division,title,accessionyear,placeid,placename,lat,lon,personid,personculture,personname,personrole,uniquepageviews_2008,uniquepageviews_2009,uniquepageviews_2010,uniquepageviews_2011,uniquepageviews_2012,uniquepageviews_2013,uniquepageviews_2014,uniquepageviews_2015,uniquepageviews_2016,uniquepageviews_2017,uniquepageviews_2018,edits_2008,edits_2009,edits_2010,edits_2011,edits_2012,edits_2013,edits_2014,edits_2015,edits_2016,edits_2017,edits_2018,studycenterviews_2008,studycenterviews_2009,studycenterviews_2010,studycenterviews_2011,studycenterviews_2012,studycenterviews_2013,studycenterviews_2014,studycenterviews_2015,studycenterviews_2016,studycenterviews_2017,studycenterviews_2018,conservation_2008,conservation_2009,conservation_2010,conservation_2011,conservation_2012,conservation_2013,conservation_2014,conservation_2015,conservation_2016,conservation_2017,conservation_2018,pageviews_2008,pageviews_2009,pageviews_2010,pageviews_2011,pageviews_2012,pageviews_2013,pageviews_2014,pageviews_2015,pageviews_2016,pageviews_2017,pageviews_2018,moves_2008,moves_2009,moves_2010,moves_2011,moves_2012,moves_2013,moves_2014,moves_2015,moves_2016,moves_2017,moves_2018
255550,M22547,Prints,American,Modern and Contemporary Art,Untitled (black),1994,0,,0,0,26859,American,Ellsworth Kelly,Artist,,1,0,0,1,1,0,3,2,0,1,,,,1,1,3,0,0,0,0,1,,,,4,1,0,0,1,1,0,1,,,,,,1,,,,,,,1,0,0,1,2,0,3,2,0,1,,5,2,2,4,4,7,7,3,0,2
356277,2017.11,Photographs,American,Modern and Contemporary Art,"Leaves, Meschers",2017,0,,0,0,26859,American,Ellsworth Kelly,Artist,,,,,,,,,,2,1,,,,,,,,,12,19,,,,,,,,,,1,4,1,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,4,34,4
53369,1991.16.4,Photographs,German,Modern and Contemporary Art,"Babel, from the book ""Lightgraphics, Monoscriptures""",1991,0,,0,0,32118,German,Karl-Heinz Chargesheimer,Artist,,,,,2,3,4,4,4,2,,,,,,1,1,0,4,,,,,,,,3,0,0,1,,,,,,,,,1,,,,,,,,,,3,3,4,4,6,3,,,6,0,0,8,4,6,8,5,,
53876,1991.16.9,Photographs,German,Modern and Contemporary Art,"Signalement, from the book ""Lightgraphics, Monoscriptures""",1991,0,,0,0,32118,German,Karl-Heinz Chargesheimer,Artist,,,,,1,2,8,2,4,1,1,,,,,1,1,0,4,,,,,,,,3,0,0,1,,,,,,,,,1,,,,,,,,,,1,2,10,2,4,1,1,,6,0,0,8,4,6,8,6,3,
53941,1991.16.2,Photographs,German,Modern and Contemporary Art,"Figurativ, from the book ""Lightgraphics, Monoscriptures""",1991,0,,0,0,32118,German,Karl-Heinz Chargesheimer,Artist,,,,,1,5,14,7,15,8,,,,,,1,1,0,5,,,,,,,,3,0,0,1,,,,,,,,,1,,,,,,,,,,1,5,14,7,18,9,,,6,0,0,8,4,6,8,5,,
184597,2000.98,Drawings,American,Modern and Contemporary Art,"Concert for Piano and Orchestra, Solo for Piano",2000,0,,0,0,31467,American,John Cage,Artist,,2,2,7,5,15,12,17,33,26,23,,,2,0,1,3,0,2,,,,,,,1,4,0,0,1,5,1,3,,,,,,,,,,,,,2,4,20,7,18,14,20,45,32,26,,4,3,7,13,4,7,4,18,3,9
29166,M26460,Performance Artifacts,American,Modern and Contemporary Art,Morning Piece (1964) to George Maciunas,2005,0,,0,0,35054,American,Yoko Ono,Artist,,7,6,3,12,10,11,21,9,2,2,,,,1,4,3,0,1,0,0,1,,,,3,3,0,0,2,0,0,2,,,,,,,,,,,,,7,9,6,17,12,13,22,9,4,2,,8,0,0,16,7,1,11,2,0,6
339120,2011.103,Photographs,German,Modern and Contemporary Art,"Pepsi Cola Interior, XVI: September 21-October 2, 2001",2011,2037149,"North America, United States, New York, Long Island",0,0,26557,German,Vera Lutter,Artist,,,,3,29,1,3,1,1,0,10,,,,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,76,4,3,1,1,0,10,,,,2,0,0,0,0,0,0,1
356207,2016.134,Photographs,American,Modern and Contemporary Art,"Interstate 95 Newark, NJ  5/18/63",2016,2036279,"North America, United States, New Jersey, Newark",40.733,-74.166,34519,American,Richard Avedon,Artist,,,,,,,,,,,3,,,,,,,,,22,1,1,,,,,,,,,5,6,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,24,18,15
356210,2016.137,Photographs,American,Modern and Contemporary Art,"Interstate 95 Newark, NJ  5/18/63",2016,2036279,"North America, United States, New Jersey, Newark",40.733,-74.166,34519,American,Richard Avedon,Artist,,,,,,,,,,,2,,,,,,,,,22,1,1,,,,,,,,,5,6,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,24,18,15
53877,1991.16.8,Photographs,German,Modern and Contemporary Art,"Voodou, from the book ""Lightgraphics, Monoscriptures""",1991,0,,0,0,32118,German,Karl-Heinz Chargesheimer,Artist,,,,,2,3,8,4,7,1,,,,,,1,1,0,4,,,,,,,,3,0,0,1,,,,,,,,,1,,,,,,,,,,2,4,9,5,7,1,,,6,0,0,8,4,6,8,6,3,
53940,1991.16.5,Photographs,German,Modern and Contemporary Art,"Oliostrukt, from the book ""Lightgraphics, Monoscriptures""",1991,0,,0,0,32118,German,Karl-Heinz Chargesheimer,Artist,,,,,1,4,10,9,7,1,,,,,,1,1,0,3,,,,,,,,3,0,0,1,,,,,,,,,1,,,,,,,,,,1,4,10,9,8,1,,,6,0,0,8,4,6,8,5,,
71403,P2003.227,Photographs,German,Modern and Contemporary Art,"Untitled (photomontage of Isabella Stewart Gardner Museum, Boston)",2004,2028265,"North America, United States, Massachusetts, Boston",42.35,-71.5,34619,German,Lotte Jacobi,Artist,,,,2,0,0,0,7,3,1,1,,,,,1,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,8,0,0,0,9,3,1,1,,4,0,0,0,2,6,3,0,19,10
71406,P2003.237,Photographs,German,Modern and Contemporary Art,Untitled (abstraction),2004,0,,0,0,34619,German,Lotte Jacobi,Artist,,,,,1,2,2,2,1,1,18,,,,,1,1,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,1,2,2,2,1,1,19,,4,0,0,0,1,6,7,10,11,4
154955,2.2002.853,Photographs,American,Modern and Contemporary Art,Three Vistas Through One Wall,2011,2028213,"North America, United States",38,-98,22189,American,Clarence J. Laughlin,Artist,,,,1,1,0,0,1,4,0,3,,,,3,1,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,2,2,0,0,1,4,0,3,,3,0,0,0,0,0,0,2,6,10
281035,P1981.14.5,Photographs,American,Modern and Contemporary Art,Growing Up I,1981,2028213,"North America, United States",38,-98,34752,American,Henry Holmes Smith,Artist,,,,,,3,1,0,0,0,,,,,,1,0,0,0,0,0,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,3,1,0,0,0,,,3,0,0,0,0,0,0,0,6,10
53878,1991.16.3,Photographs,German,Modern and Contemporary Art,"Kosmogen, from the book ""Lightgraphics, Monoscriptures""",1991,0,,0,0,32118,German,Karl-Heinz Chargesheimer,Artist,,,,,1,2,10,5,7,2,1,,,,,1,1,0,4,,,,,,,,3,0,0,1,1,,,,,,,,1,,,,,,,,,,1,3,11,5,7,2,1,,6,0,0,8,4,6,8,10,,
53939,1991.16.6,Photographs,German,Modern and Contemporary Art,"Szenarium, from the book ""Lightgraphics, Monoscriptures""",1991,0,,0,0,32118,German,Karl-Heinz Chargesheimer,Artist,,,,,1,2,2,4,7,5,,,,,,1,1,0,3,,,,,,,,3,0,0,1,,,,,,,,,1,,,,,,,,,,1,2,2,5,8,5,,,6,0,0,8,4,6,12,6,3,
221518,1992.5,Photographs,German,Modern and Contemporary Art,Reflecting Panes,1992,0,,0,0,28544,German,Toni Schneiders,Artist,,,,,1,0,1,0,1,4,7,,,,,1,1,0,4,0,1,,,,,,3,0,0,1,2,1,,,,,,,,,,,,,,,,,1,0,1,0,1,4,7,,4,0,0,8,2,7,2,11,9,4
226791,1993.214,Sculpture,American,Modern and Contemporary Art,Curve X,1993,2028213,"North America, United States",38,-98,26859,American,Ellsworth Kelly,Artist,,3,10,13,18,16,15,49,53,11,22,,1,0,1,2,1,1,3,,,,,,,2,1,,,,,,,,,,1,,,,,,,,,3,16,26,39,16,18,61,60,11,26,,3,0,2,1,0,5,,,,
255549,M22544,Prints,American,Modern and Contemporary Art,Untitled (red),1994,0,,0,0,26859,American,Ellsworth Kelly,Artist,,1,1,0,1,2,1,7,2,3,1,,,,1,1,3,0,0,0,0,1,,,,4,1,0,0,0,1,0,1,,,,,,1,,,,,,,1,2,0,2,2,1,7,2,3,1,,5,2,2,4,4,7,4,3,0,2
284190,P1978.68,Photographs,American,Modern and Contemporary Art,Chicago 11,1978,2029827,"North America, United States, Illinois, Chicago",41.85,-87.65,28734,American,Aaron Siskind,Artist,,,,,1,0,1,2,1,,,,,,,1,1,0,1,0,0,1,,,,,5,,,,,,,,,,,1,,,,,,,,,,,1,0,2,2,1,,,,3,0,0,13,6,10,5,,,
218659,1995.576,Prints,German,Modern and Contemporary Art,Democracy is Merry,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,1,0,0,0,3,3,4,1,0,1,,2,0,0,2,2,1,2,,,,,,,,2,0,0,0,0,1,,,,,,,,,,,,,,2,0,0,0,3,4,4,1,0,1,,5,3,0,4,10,2,0,3,11,8
356211,2016.138,Photographs,American,Modern and Contemporary Art,"Interstate 95 Newark, NJ  5/18/63",2016,2036279,"North America, United States, New Jersey, Newark",40.733,-74.166,34519,American,Richard Avedon,Artist,,,,,,,,,,,2,,,,,,,,,22,1,1,,,,,,,,,5,6,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,24,18,16
356280,2017.14,Photographs,American,Modern and Contemporary Art,"Beach Cabana, Meschers",2017,0,,0,0,26859,American,Ellsworth Kelly,Artist,,,,,,,,,,1,1,,,,,,,,,7,17,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,3,26,
53368,1991.16.7,Photographs,German,Modern and Contemporary Art,"Rapporte, from the book ""Lightgraphics, Monoscriptures""",1991,0,,0,0,32118,German,Karl-Heinz Chargesheimer,Artist,,,,,1,4,2,7,6,2,,,,,,1,1,0,4,,,,,,,,3,0,0,1,,,,,,,,,1,,,,,,,,,,1,4,2,10,6,2,,,6,0,0,8,4,6,8,6,3,
53906,1991.16.10,Photographs,German,Modern and Contemporary Art,"Monstra, from the book ""Lightgraphics, Monoscriptures""",1991,0,,0,0,32118,German,Karl-Heinz Chargesheimer,Artist,,,,,1,4,4,5,7,1,,,,,,1,1,0,4,,,,,,,,3,0,0,1,,,,,,,,,1,,,,,,,,,,1,4,4,6,7,1,,,6,0,0,8,4,6,8,6,3,
71452,P2003.226,Photographs,German,Modern and Contemporary Art,Untitled (abstraction),2004,0,,0,0,34619,German,Lotte Jacobi,Artist,,,,,,1,2,1,2,3,1,,,,,1,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,1,2,1,2,3,1,,4,0,0,0,2,6,3,0,19,10
157769,2.2002.1563,Photographs,American,Modern and Contemporary Art,Window Sill,2011,2028439,"North America, United States, New York",43,-75,29386,American,Minor White,Artist,,8,15,11,8,8,5,0,3,0,7,,,,3,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,11,31,26,9,10,6,0,3,0,7,,3,2,0,0,0,0,0,0,6,10
174518,P1978.59,Photographs,American,Modern and Contemporary Art,Chicago 30,1978,2029827,"North America, United States, Illinois, Chicago",41.85,-87.65,28734,American,Aaron Siskind,Artist,,,,1,0,1,,,,,,,,,,1,1,0,1,0,0,1,,,,,3,,,,,,,,,,,,1,,,,,,,,,2,0,1,,,,,,,5,0,0,8,3,10,5,,,
254121,M24007,Prints,American,Modern and Contemporary Art,Third Avenue Elevated #1,1996,0,,0,0,31706,American,Ralston Crawford,Artist,,1,1,3,3,2,4,0,1,,,,,,,6,2,0,0,0,0,2,,,,,4,0,0,1,,,,,,,,1,,,,,,,,1,2,6,3,2,6,0,1,,,,,,4,11,2,7,4,14,,
255486,M22545,Prints,American,Modern and Contemporary Art,Untitled (green),1994,0,,0,0,26859,American,Ellsworth Kelly,Artist,,,1,0,1,1,0,2,4,1,1,,,,1,1,3,0,0,0,0,1,,,,4,1,0,0,0,1,0,1,,,,,,1,,,,,,,,2,0,1,1,0,2,4,1,1,,5,2,2,4,4,7,4,3,0,2
284189,P1978.17,Photographs,American,Modern and Contemporary Art,New York,1978,2028439,"North America, United States, New York",43,-75,28734,American,Aaron Siskind,Artist,,,,,,1,4,1,1,1,,,,,,1,1,0,1,0,0,1,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,1,5,1,2,1,,,5,0,0,8,7,10,5,,,
285081,P1979.17,Photographs,German,Modern and Contemporary Art,Untitled (photogram),1979,2028383,"Europe, Germany",51.5,10.5,34619,German,Lotte Jacobi,Artist,,,,2,1,1,0,5,4,0,2,,,,,1,1,0,0,0,0,1,,,,1,0,0,0,1,1,1,,,,,,,,,,,,,,,,4,1,1,0,5,5,0,2,,4,0,2,0,1,6,7,9,6,8
330817,M22544-M22547,Prints,American,Modern and Contemporary Art,The Mallarmé Suite portfolio,1994,0,,0,0,26859,American,Ellsworth Kelly,Artist,,,,1,1,7,3,17,8,6,2,,5,0,1,3,2,0,0,0,0,2,,,,,,,,,,,,,,,,,1,,,,,,,,,2,1,7,3,18,9,8,2,,1,1,,,,,,,,
218869,1995.54,Multiples,German,Modern and Contemporary Art,In Memoriam George Maciunas,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,1,2,7,18,13,9,12,9,39,,,,,1,3,6,4,0,2,,,,,,1,0,0,0,0,3,,,,,,,,,,,,,,,1,4,12,24,15,9,13,9,42,,6,0,1,4,5,10,17,2,9,5
219198,1995.265,Multiples,German,Modern and Contemporary Art,Phosphorus-Cross Sled,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,,1,10,25,21,13,6,10,6,,,,,5,2,1,2,,,,,,,,3,0,0,1,0,0,1,,,,,,1,,,,,,,,,2,15,29,23,13,6,10,8,,8,0,2,6,4,1,0,2,,
219583,1986.3,Drawings,German,Modern and Contemporary Art,Face Farce,1986,0,,0,0,28210,Austrian,Arnulf Rainer,Artist,,6,9,8,5,0,1,4,2,1,7,,,,,1,1,0,3,,,,,,,,3,0,0,0,4,5,1,,,,,,,,,,,,,6,16,18,8,0,1,5,2,1,7,,6,0,0,4,0,1,3,13,16,8
7447,M26446.30,Multiples,American,Modern and Contemporary Art,Events,2005,0,,0,0,35031,American,Robert Watts,Artist,,1,0,1,0,1,1,4,1,3,,,,,1,2,2,0,2,0,0,1,,,,,,,,,,1,,,,,,,,,,1,,,,1,0,2,0,1,1,4,1,3,,,1,0,0,0,0,0,2,,,
351489,2014.211,Sculpture,American,Modern and Contemporary Art,Fluxus Express,2014,0,,0,0,34212,American,Nam June Paik,Artist,,,,,,,4,46,18,27,15,,,,,,,24,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,50,18,30,17,,,,,,,4,0,0,0,3
18757,M26395,Multiples,American,Modern and Contemporary Art,Water Yam,2005,0,,0,0,29606,American,George Brecht,Artist,,2,0,7,15,13,3,0,1,1,4,,,,3,4,1,1,1,0,0,1,,,,,3,0,0,0,0,2,3,,,,,,1,,,,,,,5,0,16,18,16,3,0,2,1,4,,3,0,3,9,7,8,3,1,7,9
29157,M26436,Multiples,American,Modern and Contemporary Art,Smile Flux Machine for Yoko Ono,2005,0,,0,0,33967,American,George Maciunas,Artist,,1,4,0,9,12,8,12,6,2,11,,,,1,4,3,1,1,0,0,1,,,,,,,,1,0,0,1,,,,,,,,,1,,,,1,6,0,12,15,9,14,7,2,11,,4,0,0,7,0,10,3,2,0,8
29324,M26458,Multiples,American,Modern and Contemporary Art,A Box of Smile,2005,0,,0,0,35054,American,Yoko Ono,Artist,,8,11,18,3,7,2,13,18,14,23,,,,1,3,3,0,1,0,0,1,,,,3,2,0,0,0,1,0,2,,,,,,,,,1,,,,8,20,38,6,7,3,14,22,14,25,,8,0,0,13,5,1,0,3,0,11
30036,M26382,Multiples,American,Modern and Contemporary Art,Finger Box,2005,0,,0,0,21154,Japanese,Ay-O,Artist,,1,1,0,4,0,3,3,2,2,1,,,,1,3,2,0,1,0,0,1,,,,,1,0,0,0,0,0,2,,,,,,,,,,,,,1,2,0,5,0,3,3,3,2,2,,2,0,0,12,3,0,0,0,0,14
328488,2008.233,Paintings,American,Modern and Contemporary Art,Untitled,2008,0,,0,0,26402,American,Kerry James Marshall,Artist,,47,70,14,20,19,57,203,150,267,211,,8,1,2,1,2,0,2,,,,,,,,,,,,,1,9,,,,2,,,,,,,,,57,136,34,33,30,75,251,170,306,245,,1,0,4,2,0,9,0,4,5,17
358007,2017.77,Drawings,American,Modern and Contemporary Art,Small American Fires,2017,0,,0,0,64047,American,Teresita Fernandez,Artist,,,,,,,,,,2,41,,,,,,,,,,25,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,2,54,,,,,,,,,,3,1
18383,M26394,Multiples,American,Modern and Contemporary Art,Valoche / A Flux Travel Aid,2005,0,,0,0,29606,American,George Brecht,Artist,,2,3,1,5,5,2,3,3,5,6,,,,1,4,1,0,1,0,1,1,,,,,2,0,0,0,0,2,,,,,,,,,,1,,,,7,4,2,7,5,2,3,4,5,7,,7,0,2,7,7,1,,,,
69795,M25971,Multiples,American,Modern and Contemporary Art,Enclosed,2004,0,,0,0,34208,American,Eva Hesse,Artist,,,2,4,6,5,4,6,11,5,4,,,,1,3,2,0,2,0,0,1,,,,,,,,2,0,3,1,,,,,,,,,,1,,,,3,10,10,5,4,7,15,6,6,,4,0,1,8,8,0,13,1,12,2
191266,M24192,Prints,American,Modern and Contemporary Art,Every Building on the Sunset Strip,1999,0,,0,0,28417,American,Edward Ruscha,Artist,,1,2,4,1,8,3,17,13,5,19,,,,3,3,3,0,2,1,0,1,,,,1,3,0,0,1,3,1,3,,,,,,,,,,,,,1,2,8,1,10,3,18,15,6,24,,3,10,4,16,6,7,10,14,6,7
218483,1995.540.4,Multiples,Korean,Modern and Contemporary Art,"Certificate for Primeval Piano, from the portfolio ""In Memoriam George Maciunas""",1995,0,,0,0,34212,American,Nam June Paik,Artist,,,,,2,5,0,2,3,0,2,,,,,1,3,5,4,0,1,,,,,,1,0,0,1,0,2,,,,,,,,,,,,,,,,,3,6,0,2,3,0,2,,6,0,2,11,4,14,6,4,7,6
219168,1995.329,Multiples,German,Modern and Contemporary Art,Cobblestone,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,1,0,0,7,3,5,0,1,0,1,,,,,4,1,1,2,,,,,,,,2,0,0,0,0,0,2,,,,,,,,,,,,,1,0,0,8,4,6,0,1,0,1,,6,0,2,6,3,1,0,0,0,12
222132,1984.192,Paintings,German,Modern and Contemporary Art,"Sketch for ""Hero’s Chant""",1984,0,,0,0,18074,German,Konrad Klapheck,Artist,,3,4,12,4,5,5,8,2,15,18,,,,,1,1,2,1,3,,,,,,,,,,,,1,1,,,,2,,,,,,,,,3,7,28,8,5,9,8,4,17,20,,3,0,0,0,0,0,1,0,6,7
231281,28.1993,Prints,American,Modern and Contemporary Art,L A AIR,,0,,0,0,27791,American,Bruce Nauman,Artist,,5,3,5,2,3,16,8,6,22,31,,,,,4,1,6,3,1,0,1,,,,2,5,0,0,3,1,1,,,,,,1,,,,,,,,5,7,14,3,3,18,9,7,24,31,,4,3,10,20,9,10,13,15,7,2
7103,M26446.19,Multiples,American,Modern and Contemporary Art,"Fluxus Vaseline sTREet No. 8 May, 1966",2005,0,,0,0,33967,American,George Maciunas,Artist,,7,2,3,3,4,1,8,5,2,3,,1,0,1,2,2,0,2,0,0,1,,,,,,,,,,1,,,,,,,,,,,,,,7,4,8,4,7,1,8,5,2,3,,1,0,0,0,0,0,2,,,
7427,M26446.27,Multiples,American,Modern and Contemporary Art,Le choix du facteur [The postman's choice],2005,0,,0,0,18179,French,Ben Vautier,Artist,,1,1,1,2,6,8,7,10,10,2,,,,1,2,2,0,2,0,0,1,,,,,,,,,,1,,,,,,,,,,,,,,1,2,2,7,8,13,7,11,13,2,,1,0,0,0,0,0,2,,,
7436,M26446.13,Multiples,American,Modern and Contemporary Art,"Fluxus cc V TRE Fluxus No. 2 February, 1964",2005,0,,0,0,33967,American,George Maciunas,Artist,,1,0,0,3,5,4,12,5,10,13,,1,0,1,2,2,0,2,0,0,1,,,,,,,,1,0,1,,,,,,,,,,,,,,1,0,0,5,5,6,15,5,11,21,,1,0,0,0,0,0,2,,,
7463,M26446.15,Multiples,American,Modern and Contemporary Art,"Fluxus cc fiVe ThReE No. 4 June, 1964",2005,0,,0,0,33967,American,George Maciunas,Artist,,,,,1,7,8,15,0,4,5,,1,0,1,2,2,0,2,0,0,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,9,9,18,0,4,5,,1,0,0,0,0,0,2,,,
7466,M26446.4,Multiples,American,Modern and Contemporary Art,Iced Dice,2005,0,,0,0,29606,American,George Brecht,Artist,,1,0,1,3,6,2,6,4,2,1,,,,1,2,2,0,2,0,0,1,,,,,,,,,,1,,,,,,,,,,,,,,1,0,2,3,6,2,6,4,2,1,,1,0,0,0,0,0,2,,,
7472,M26446.8,Multiples,American,Modern and Contemporary Art,Bean Rolls,2005,0,,0,0,18226,American,Alison Knowles,Artist,,1,0,3,4,8,3,12,4,2,7,,,,1,2,2,1,2,0,0,1,,,,,,,,,,1,,,,,,,,,,,,,,2,0,6,7,10,4,12,5,2,7,,1,0,0,0,0,0,2,,,
258885,M21733,Prints,American,Modern and Contemporary Art,Landscape 6,1991,0,,0,0,27192,American,Roy Lichtenstein,Artist,,,2,1,3,3,2,35,13,12,2,,,,1,6,6,7,4,0,1,1,,,,1,8,0,0,0,1,3,3,,,,,1,,,,,,,,,4,2,4,3,3,37,14,14,2,,4,2,4,30,6,9,5,14,8,6
258886,M21734,Prints,American,Modern and Contemporary Art,Landscape 7,1991,0,,0,0,27192,American,Roy Lichtenstein,Artist,,,1,0,1,8,4,1,0,3,,,,,1,6,5,4,5,0,1,1,,,,1,8,0,0,0,1,4,3,,,,,1,,,,,,,,,2,0,1,9,4,1,0,3,,,4,2,4,30,6,9,5,16,11,6
260945,M22396,Prints,American,Modern and Contemporary Art,Untitled,1993,0,,0,0,29318,American,Andy Warhol,Artist,,1,5,2,2,1,2,9,0,1,0,,,,1,10,3,0,0,0,0,1,,,,,2,0,0,1,1,2,,,,,,1,,,,,,,,1,10,6,4,1,2,10,0,1,0,,9,0,0,6,8,4,5,0,5,
285959,P1972.10,Photographs,American,Modern and Contemporary Art,Their numbers were picked out of a hat. They were just chosen King and Queen of a Senior Citizens dance in N.Y.C. Yetta Granat is 72 and Charles Fahrer is 79. They have never met before. 1970,1972,2028439,"North America, United States, New York",43,-75,34517,American,Diane Arbus,Artist,,6,8,4,6,14,16,35,8,9,3,,,,,1,3,1,1,0,0,1,,,,,2,0,0,1,2,0,3,,,,,,,,,,,,,6,14,8,10,14,16,47,10,9,3,,4,0,9,6,3,8,4,6,0,6
312540,2006.55,Multiples,American,Modern and Contemporary Art,A Flux Atlas,2006,0,,0,0,35031,American,Robert Watts,Artist,,3,1,3,9,24,7,3,9,15,9,,1,0,0,4,2,0,2,,,,,,,,1,0,0,0,1,3,,,,,,,,,,1,,,,7,1,6,12,28,10,3,11,16,10,,8,0,0,3,10,1,0,3,17,
227498,1978.531,Sculpture,American,Modern and Contemporary Art,Total Totality II,1978,2028213,"North America, United States",38,-98,27809,American,Louise Nevelson,Artist,,13,3,2,13,14,23,127,74,92,76,,2,0,0,1,2,0,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,16,5,5,20,17,28,168,84,106,92,,1,0,0,0,0,2,,,,
29151,M26468,Multiples,American,Modern and Contemporary Art,Potentially Dangerous Electrical Household Appliance,2005,0,,0,0,17454,American,Jock Reynolds,Artist,,,,1,3,13,2,2,2,0,3,,,,1,3,3,0,1,0,0,1,,,,,,,,,,,2,,,,,,,,,1,,,,,,2,3,13,2,2,2,0,3,,4,0,0,6,8,1,0,2,0,11
29271,M26446,Multiples,American,Modern and Contemporary Art,Flux-Kit,2005,2028213,"North America, United States",38,-98,22444,,Various Artists,Artist,,2,1,1,11,22,31,132,188,211,283,,,,1,2,2,1,2,0,0,1,,,,,3,0,0,2,0,14,7,,,,,,1,0,0,1,,,,2,2,2,14,24,35,148,232,240,331,,9,3,2,22,12,8,13,5,35,23
29735,M26485,Multiples,French,Modern and Contemporary Art,Theatre d'art total,2005,0,,0,0,18179,French,Ben Vautier,Artist,,,1,2,5,5,5,6,1,2,2,,,,1,4,2,1,1,0,0,1,,,,,2,0,0,1,,,,,,,,,,,,1,,,,,1,4,6,5,5,9,1,2,2,,8,0,0,6,4,8,6,4,,
30022,M26381,Multiples,American,Modern and Contemporary Art,Finger Box,2005,0,,0,0,21154,Japanese,Ay-O,Artist,,2,3,0,40,81,78,49,83,36,55,,,,1,3,2,0,1,0,0,1,,,,,3,0,0,0,0,0,2,,,,,,,,,,,,,2,6,0,53,89,83,54,87,39,60,,7,0,0,12,3,0,0,0,0,14
58161,2004.52,Photographs,Austrian,Modern and Contemporary Art,Zuhockung II,2004,0,,0,0,7691,Austrian,VALIE EXPORT,Artist,,1,13,5,7,10,6,9,30,7,6,,,,,2,2,0,2,0,0,1,,,,,5,0,0,2,2,3,1,,,,,1,,,,,,,,1,27,10,14,14,6,9,48,7,6,,8,3,20,14,0,5,8,6,8,8
217985,1997.107,Multiples,German,Modern and Contemporary Art,Bonn Kunstverein 11.8.1977,1997,0,,0,0,27839,German,Joseph Beuys,Artist,,,,,3,6,1,9,2,1,3,,,,,4,1,1,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,5,6,1,9,7,1,3,,4,0,0,7,18,7,6,,,
218553,1995.540.2,Multiples,Korean,Modern and Contemporary Art,"Primeval Piano, from the portfolio ""In Memoriam George Maciunas""",1995,0,,0,0,34212,American,Nam June Paik,Artist,,,2,3,4,10,0,5,4,2,3,,,,,1,2,4,3,0,2,,,,,,1,0,0,2,0,1,,,,,,,,,,,,,,,3,8,7,19,0,6,4,3,3,,6,0,0,0,0,0,0,0,0,2
218971,1995.272.A-B,Multiples,German,Modern and Contemporary Art,"Enterprise 11/18/72, 18:5:16 hours",1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,,2,5,3,6,4,1,4,,,,,,4,1,1,2,,,,,,,,3,0,0,0,0,2,,,,,,,,,,,,,,,,4,6,4,6,5,1,4,,,5,0,0,8,3,2,0,0,11,
219225,1995.243,Multiples,German,Modern and Contemporary Art,"in ""interfunktionen 6""",1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,,,,5,6,4,2,1,3,,,,,5,1,1,2,,,,,,,,3,0,0,1,,,,,,,,,,,,,,,,,,,,7,7,5,2,1,3,,5,0,0,7,7,9,6,,,
236127,34.1993,Prints,American,Modern and Contemporary Art,CLEA RSKY,,0,,0,0,27791,American,Bruce Nauman,Artist,,1,3,7,1,1,10,59,8,19,10,,,,,4,1,6,0,1,,,,,,2,5,0,0,2,1,,,,,,,1,,,,,,,,1,5,14,2,1,10,64,8,20,12,,4,3,10,20,9,12,10,15,7,2
7101,M26446.22,Multiples,American,Modern and Contemporary Art,Endless Box,2005,0,,0,0,25596,Japanese,Mieko (Chieko) Shiomi,Artist,,6,2,5,5,8,4,7,4,2,6,,,,1,3,1,0,2,0,0,1,,,,,,,,,,1,,,,,,,,,,,,,,9,4,10,7,9,4,7,4,2,6,,1,0,0,0,0,0,2,,,
