objectid,objectnumber,classification,culture,division,title,accessionyear,placeid,placename,lat,lon,personid,personculture,personname,personrole,uniquepageviews_2008,uniquepageviews_2009,uniquepageviews_2010,uniquepageviews_2011,uniquepageviews_2012,uniquepageviews_2013,uniquepageviews_2014,uniquepageviews_2015,uniquepageviews_2016,uniquepageviews_2017,uniquepageviews_2018,edits_2008,edits_2009,edits_2010,edits_2011,edits_2012,edits_2013,edits_2014,edits_2015,edits_2016,edits_2017,edits_2018,studycenterviews_2008,studycenterviews_2009,studycenterviews_2010,studycenterviews_2011,studycenterviews_2012,studycenterviews_2013,studycenterviews_2014,studycenterviews_2015,studycenterviews_2016,studycenterviews_2017,studycenterviews_2018,conservation_2008,conservation_2009,conservation_2010,conservation_2011,conservation_2012,conservation_2013,conservation_2014,conservation_2015,conservation_2016,conservation_2017,conservation_2018,pageviews_2008,pageviews_2009,pageviews_2010,pageviews_2011,pageviews_2012,pageviews_2013,pageviews_2014,pageviews_2015,pageviews_2016,pageviews_2017,pageviews_2018,moves_2008,moves_2009,moves_2010,moves_2011,moves_2012,moves_2013,moves_2014,moves_2015,moves_2016,moves_2017,moves_2018
349671,2014.18,Paintings,American,Modern and Contemporary Art,Black Light Series #8: Red White Black Nigger,2014,0,,0,0,18532,American,Faith Ringgold,Artist,,,,,,,34,78,125,205,188,,,,,,8,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,90,143,216,207,,,,,,5,11,0,0,1,
30030,M26488,Prints,American,Modern and Contemporary Art,Female Underpants,2005,2028213,"North America, United States",38,-98,35031,American,Robert Watts,Artist,,1,2,1,4,3,1,2,2,0,4,,,,1,3,2,0,1,0,0,1,,,,,,,,,,,2,,,,,,,,,,,,,2,4,2,4,3,1,2,2,0,5,,7,3,9,8,3,0,0,0,0,11
29862,M26489,Prints,American,Modern and Contemporary Art,Male Underpants,2005,2028213,"North America, United States",38,-98,35031,American,Robert Watts,Artist,,2,2,1,8,8,4,1,3,2,12,,,,1,3,2,0,1,0,0,1,,,,,,,,,,,2,,,,,,,,,,,,,2,4,2,11,8,6,1,3,2,12,,7,3,9,8,3,0,0,0,0,11
219049,1995.279,Multiples,German,Modern and Contemporary Art,Earth Telephone,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,,2,0,3,6,2,4,4,4,,,,,4,1,1,2,,,,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,4,0,3,6,2,4,4,5,,7,0,0,4,2,1,5,3,1,
219177,1995.271.A-B,Multiples,German,Modern and Contemporary Art,Rose for Direct Democracy,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,2,0,0,3,11,10,12,2,2,19,,,,,5,1,1,2,,,,,,,,2,0,0,0,0,0,2,,,,,,,,,,,,,2,0,0,4,11,14,12,2,2,21,,6,0,0,6,3,0,0,0,0,13
219180,1995.398,Multiples,German,Modern and Contemporary Art,"""ARTnews"" Cover",1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,,,,1,4,2,0,0,2,,,,,4,1,1,2,,,,,,,1,2,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,4,2,0,0,2,,5,1,3,13,8,2,1,0,1,11
7460,M26446.20,Multiples,American,Modern and Contemporary Art,Zen For Film,2005,0,,0,0,34212,American,Nam June Paik,Artist,,3,7,6,6,14,3,25,3,6,24,,,,1,2,2,1,2,0,0,1,,,,,,,,,,4,3,,,,,,,,,1,,,,3,14,12,14,15,3,28,3,7,31,,1,0,0,0,0,0,2,0,0,2
7470,M26446.24,Multiples,American,Modern and Contemporary Art,Water Music,2005,0,,0,0,25596,Japanese,Mieko (Chieko) Shiomi,Artist,,3,2,0,4,12,2,4,5,5,10,,,1,1,2,1,0,2,0,0,1,,,,,1,0,0,0,0,1,,,,,,,,,,1,,,,7,4,0,4,15,2,4,5,6,11,,1,0,5,3,0,0,2,,,
286038,P1972.3,Photographs,American,Modern and Contemporary Art,A young man in curlers dressing for an annual drag ball N.Y.C. 1966,1972,2028444,"North America, United States, New York, New York City",40.7,-74,34517,American,Diane Arbus,Artist,,9,8,9,15,13,17,48,17,20,5,,,,,1,1,2,1,0,0,1,,,,,2,0,0,2,2,0,4,,,,,,,,,,,,,9,14,20,18,13,18,57,19,25,5,,4,0,9,6,6,8,8,6,0,8
336163,2010.3,Sculpture,Argentinian,Modern and Contemporary Art,Analogia I,2010,0,,0,0,55273,Argentinian,Victor Grippo,Artist,,,19,54,13,7,42,162,167,135,118,,8,11,1,4,1,1,2,0,0,2,,,,,,,,,,,,,,,1,,,,,,,,,,38,114,25,11,48,175,201,146,137,,5,7,4,0,7,8,,,,
340163,2012.156,Photographs,Cuban,Modern and Contemporary Art,Youth Brigade on the ocean,2012,0,,0,0,57642,Cuban,Ernesto Fernández,Artist,,,,,,1,1,2,0,0,8,,,,,28,0,0,2,0,0,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,2,0,0,12,,,,,8,1,6,7,0,0,11
222565,BR67.2,Paintings,American,Modern and Contemporary Art,Four Greens,1967,0,,0,0,28927,American,Josef Albers,Artist,,3,2,8,7,5,10,27,19,42,12,,,,1,1,1,0,1,,,,,,,,,,,,,,,,,,2,0,0,0,1,,,,,3,3,18,9,5,10,30,23,53,14,,5,0,0,2,4,8,,,,
173824,2001.19,Drawings,American,Modern and Contemporary Art,"Untitled (Work Book Drawing, Page 11)",2001,0,,0,0,27376,American,Brice Marden,Artist,,1,0,0,0,2,1,5,3,,,,,,1,1,2,0,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,0,0,0,4,2,6,3,,,,5,2,0,0,0,6,4,,,
219149,1995.315,Multiples,German,Modern and Contemporary Art,Telephone T--R [mirrored R],1995,0,,0,0,27839,German,Joseph Beuys,Artist,,2,1,0,4,4,8,3,2,7,,,,,,6,3,2,2,,,,,,,1,5,0,0,3,,,,,,,,,,,,,,,,3,2,0,4,4,8,3,2,7,,,8,4,2,4,5,11,9,6,1,
167821,2001.2,Drawings,American,Modern and Contemporary Art,"Study for ""Third Avenue Elevated""",2001,0,,0,0,31706,American,Ralston Crawford,Artist,,2,0,4,1,6,4,2,3,0,1,,,1,1,2,1,0,2,,,,,,,,4,0,0,1,,,,,,,,1,,,,,,,,2,0,8,2,6,15,2,3,0,1,,4,4,3,11,2,13,4,14,,
228067,1965.28,Paintings,American,Modern and Contemporary Art,Blue Veil,1965,2028213,"North America, United States",38,-98,27276,American,Morris Louis,Artist,,28,55,37,83,133,140,184,147,133,120,,2,0,1,3,3,1,1,0,0,1,,,,1,0,0,0,1,,,,,,,2,,,,,,,,,32,91,73,125,149,166,216,166,151,130,,4,0,0,4,0,0,6,,,
174159,2001.33,Drawings,American,Modern and Contemporary Art,Sketch of a Beach Cabana V,2001,0,,0,0,26859,American,Ellsworth Kelly,Artist,,,5,2,3,8,1,6,0,2,,,,1,0,1,2,0,2,,,,,,,3,0,0,0,0,4,,,,,,,,,,,,,,,,9,4,4,9,1,7,0,2,,,5,2,4,0,0,6,2,8,9,
95473,2001.201,Drawings,American,Modern and Contemporary Art,"Studies for ""Third Avenue Elevated""",2001,0,,0,0,31706,American,Ralston Crawford,Artist,,,2,4,0,1,4,5,1,0,2,,,1,0,3,1,0,2,,,,,,,,4,0,0,1,,,,,,,,1,,,,,,,,,4,8,0,1,6,5,1,0,2,,4,3,3,11,2,12,4,14,,
228408,1964.35,Paintings,American,Modern and Contemporary Art,Hover,1964,2028213,"North America, United States",38,-98,27859,American,Kenneth Noland,Artist,,1,9,10,16,23,24,65,31,38,9,,1,0,1,2,2,2,1,0,0,1,,,,,,,,,,,,,,,2,,,,,,,,,2,14,20,25,29,27,73,32,41,10,,1,2,0,2,0,6,1,0,1,
258884,M21732,Prints,American,Modern and Contemporary Art,Landscape 5,1991,0,,0,0,27192,American,Roy Lichtenstein,Artist,,1,3,1,3,3,14,30,15,2,14,,,,2,6,6,7,2,0,1,1,,,,1,7,0,0,1,1,3,4,,,,,1,,,,,,,,1,5,2,3,4,16,31,17,2,15,,4,2,4,27,6,9,8,14,8,9
349672,2014.19,Prints,American,Modern and Contemporary Art,Judson 3,2014,0,,0,0,18532,American,Faith Ringgold,Artist,,,,,,,13,34,20,38,17,,,,,,7,24,2,2,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,,,,14,37,21,40,19,,,,,,3,16,9,12,6,
215327,1995.552.A-C,Multiples,German,Modern and Contemporary Art,Capri Battery,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,,2,4,28,52,34,20,9,18,,,,,5,1,1,2,,,,,,,,3,0,0,0,0,0,1,,,,,,,,,,,,,,,4,7,29,65,43,23,12,32,,5,0,1,,,,,,,
220875,1992.243,Drawings,German,Modern and Contemporary Art,Space Time Body,1992,0,,0,0,29293,German,Franz Erhard Walther,Artist,,,1,2,3,3,2,0,1,1,5,,,,,1,3,0,2,0,0,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,6,5,6,2,0,1,1,5,,4,0,0,8,2,8,0,0,0,9
260973,M22397,Prints,American,Modern and Contemporary Art,Untitled,1993,0,,0,0,29318,American,Andy Warhol,Artist,,2,7,2,4,4,9,10,3,2,,,,,1,10,3,0,1,0,0,1,,,,,3,0,0,0,1,2,,,,,,1,,,,,,,,2,13,4,4,4,11,11,3,2,,,9,0,0,11,0,6,2,0,5,
167278,P2001.17,Photographs,American,Modern and Contemporary Art,Support for the Third Avenue Elevated,2001,2028276,"North America, United States, New York State, New York City",40.7,-74,31706,American,Ralston Crawford,Artist,,2,1,3,0,4,2,5,1,,,,,,,1,1,,,,,,,,,,5,0,0,1,,,,,,,,1,,,,,,,,2,1,6,0,4,2,5,1,,,,3,0,3,13,2,7,5,14,,
197412,2001.32,Drawings,American,Modern and Contemporary Art,Sketch of a Beach Cabana IV (recto and verso),2001,0,,0,0,26859,American,Ellsworth Kelly,Artist,,,10,3,5,7,4,11,3,4,1,,,1,0,1,2,0,2,,,,,,,3,0,0,0,0,4,,,,,,,,,,,,,,,,18,8,6,9,4,11,6,4,1,,5,2,4,0,0,6,0,8,9,
223002,BR63.25,Sculpture,Swiss,Modern and Contemporary Art,Endless Surface in the Form of a Column,1963,0,,0,0,28036,Swiss,Max Bill,Artist,,8,14,10,2,5,6,72,54,62,41,,,,,3,2,0,1,,,,,,,,,,,,,,,,,,,1,0,0,1,,,,,8,23,28,4,6,8,86,64,70,48,,3,0,0,0,0,10,,,,
184823,2000.52,Drawings,American,Modern and Contemporary Art,Untitled,2000,0,,0,0,34208,American,Eva Hesse,Artist,,4,9,4,5,12,5,12,17,3,1,,,2,0,1,3,0,2,,,,,,,1,2,0,0,3,1,1,1,,,,,1,,,,,,,,5,14,8,9,15,7,16,18,4,1,,4,1,3,17,2,7,12,14,4,9
260974,M22398,Prints,American,Modern and Contemporary Art,Untitled,1993,0,,0,0,29318,American,Andy Warhol,Artist,,1,4,0,0,6,0,7,2,1,,,,,1,10,3,0,0,0,0,1,,,,,1,0,0,0,1,2,,,,,,1,,,,,,,,2,8,0,0,7,0,12,2,1,,,7,0,0,4,0,4,3,0,5,
309009,1973.99,Drawings,American,Modern and Contemporary Art,Untitled,1973,0,,0,0,28080,American,Howardena Pindell,Artist,,,5,4,0,0,1,3,2,6,8,,,,1,1,2,0,1,0,0,1,,,,,,,,,,8,3,,,,,,,,,,,,,,7,8,0,0,1,4,2,6,14,,4,0,0,0,0,6,0,0,27,14
228057,1965.32,Paintings,American,Modern and Contemporary Art,Four-Three-Eight (Orange Column),1965,2028213,"North America, United States",38,-98,27276,American,Morris Louis,Artist,,1,6,6,17,13,6,40,10,6,2,,2,0,0,4,1,1,1,0,0,1,,,,,,,,,,,,,,,,2,,,,,,,,1,10,12,34,14,9,50,11,6,3,,5,0,6,2,0,9,3,0,1,
258801,M21735,Prints,American,Modern and Contemporary Art,Landscape 8,1991,0,,0,0,27192,American,Roy Lichtenstein,Artist,,1,11,1,2,3,31,29,5,2,2,,,,1,6,6,5,4,0,1,1,,,,1,4,0,0,10,1,7,3,,,,,1,,,,,,,,1,22,2,3,3,40,30,5,2,2,,4,7,1,11,5,11,18,12,18,7
201847,1995.214.A-D,Multiples,German,Modern and Contemporary Art,Evervess II 1,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,3,1,4,14,21,9,13,11,5,12,,,,,16,1,2,2,,,,,,,1,2,0,0,3,,,,,,,,1,,,,,,,,3,1,14,24,26,10,14,14,5,15,,6,0,2,4,5,12,13,6,,
219416,1995.222.A-B,Multiples,German,Modern and Contemporary Art,"Ja Ja Ja Ja Ja, Nee Nee Nee Nee Nee",1995,0,,0,0,27839,German,Joseph Beuys,Artist,,1,0,3,13,7,14,9,5,5,5,,,,,14,1,2,2,1,,,,,,,3,0,0,1,1,,,,,,,,,,,1,,,,1,0,6,23,10,15,9,5,7,5,,4,0,0,5,5,12,3,8,1,
286130,P1972.8,Photographs,American,Modern and Contemporary Art,Retired man and his wife at home in a nudist camp one morning in N.J. 1963. On the television set are framed photographs of each other.,1972,2028570,"North America, United States, New Jersey",40,-75,34517,American,Diane Arbus,Artist,,28,30,18,45,157,233,86,27,26,27,,,,1,1,3,1,1,0,0,1,,,,1,2,0,0,1,2,0,5,,,,,,,,,,,,,28,55,48,52,175,243,99,33,27,32,,4,8,16,12,3,8,4,6,0,15
212487,1979.409,Sculpture,American,Modern and Contemporary Art,Bird,1979,2028213,"North America, United States",38,-98,28750,American,David Smith,Artist,,5,7,2,6,6,10,24,35,8,9,,1,0,1,3,4,1,2,0,0,2,,,,,2,,,,,,,,,,,1,,,,,,,,6,11,4,6,6,10,24,42,8,9,,3,0,0,7,7,16,,,,
302274,P1972.216,Photographs,American,Modern and Contemporary Art,New York 7,1972,2028439,"North America, United States, New York",43,-75,28734,American,Aaron Siskind,Artist,,12,25,7,17,31,53,157,73,32,19,,,,,1,1,0,1,0,0,1,,,,,4,0,0,0,1,,,,,,,,1,,,,,,,13,40,16,33,34,58,183,78,35,20,,7,6,3,11,6,10,5,4,3,
219037,1995.232.A-B,Multiples,German,Modern and Contemporary Art,Felt Suit,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,1,12,0,1,3,4,1,,,,,,1,7,1,1,2,,,,,,,,2,0,0,1,1,,,,,,,,1,,,,,,,,2,24,0,1,3,4,1,,,,5,4,12,5,2,4,5,5,,
219082,1995.254,Multiples,German,Modern and Contemporary Art,La rivoluzione siamo Noi,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,3,0,2,6,11,10,5,2,3,15,,1,0,0,9,1,1,2,,,,,,,,3,0,0,0,2,0,1,,,,,,,,,1,,,,4,0,4,9,12,10,5,2,3,16,,5,0,0,4,2,0,1,0,0,12
226483,1995.42,Paintings,American,Modern and Contemporary Art,Untitled #4,1995,2028213,"North America, United States",38,-98,27402,American,Agnes Martin,Artist,,14,18,12,23,14,21,54,53,34,6,,2,0,0,5,2,0,2,0,1,1,,,,,,,,,,,,,,,2,,,,,,,,,18,35,28,42,14,28,65,65,38,9,,4,4,0,11,0,8,2,0,2,
285957,P1972.2,Photographs,American,Modern and Contemporary Art,"identical twins, Cathleen (l.) and Colleen, members of a twin club in New Jersey. 1966",1972,2028570,"North America, United States, New Jersey",40,-75,34517,American,Diane Arbus,Artist,,41,96,57,49,90,151,230,67,59,74,,,,,1,1,2,1,0,0,1,,,,1,2,0,0,5,4,1,7,,,,,,,,,,,,,50,153,119,82,97,172,278,73,65,82,,6,21,12,6,6,8,12,12,5,12
186819,2000.24,Paintings,American,Modern and Contemporary Art,"Highland, Franklin, Yucca",2000,0,,0,0,28417,American,Edward Ruscha,Artist,,36,140,136,76,25,54,139,62,62,53,,3,0,2,6,2,0,2,,,,,,,,2,,,,,,,,,,2,,,,,,,,,39,288,299,162,25,64,160,68,68,62,,3,0,0,2,0,5,0,0,3,2
218164,1995.22,Multiples,German,Modern and Contemporary Art,Sled,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,2,2,6,29,29,37,17,8,10,17,,,,,16,1,3,3,,,,,,,2,5,,,,,,,,,,,1,,,,,,,,2,4,12,42,35,39,24,9,10,21,,,1,0,0,0,1,2,,,
285730,P1972.4,Photographs,American,Modern and Contemporary Art,"patriotic boy with straw hat, buttons, and flag, waiting to march in a pro-war parade, NYC 1967",1972,2028276,"North America, United States, New York State, New York City",40.7,-74,34517,American,Diane Arbus,Artist,,4,2,3,7,7,15,37,25,19,9,,,,,1,1,2,1,0,0,1,,,,,3,0,0,1,2,1,5,,,,,,,,,,,,,4,4,10,8,9,17,43,28,20,9,,7,3,9,10,6,8,4,6,3,11
286055,P1972.9,Photographs,American,Modern and Contemporary Art,A young family in Brooklyn going for a Sunday outing. Their baby is named Dawn. Their son is retarded. 1966,1972,2036963,"North America, United States, New York, Brooklyn",40.683,-73.966,34517,American,Diane Arbus,Artist,,21,23,14,8,8,32,26,9,17,20,,,,,1,1,1,1,0,0,1,,,,,2,0,0,1,2,0,3,,,,,,,,,,,,,21,39,30,14,8,36,43,9,20,21,,7,6,9,6,6,8,4,6,0,6
285958,P1972.6,Photographs,American,Modern and Contemporary Art,"This is Eddie Carmel, a jewish giant, with his parents in the living room of their home in the Bronx, N.Y. 1970",1972,2028444,"North America, United States, New York, New York City",40.7,-74,34517,American,Diane Arbus,Artist,,11,11,5,10,25,40,49,15,33,25,,,,,1,3,2,1,0,0,1,,,,,2,0,0,3,2,0,4,,,,,,,,,,,,,13,20,10,14,30,43,57,18,34,28,,1,7,9,6,5,8,10,6,0,8
177950,1995.28,Multiples,German,Modern and Contemporary Art,The Silence,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,2,1,2,11,19,8,2,2,4,,,,,,5,1,1,2,,,,,,,,2,0,0,1,1,1,,,,,,,,,,,,,,2,2,4,20,23,10,2,2,5,,,,1,0,0,0,0,0,1,1,
93426,2003.49,Drawings,American,Modern and Contemporary Art,Untitled,2003,0,,0,0,34208,American,Eva Hesse,Artist,,6,10,6,4,12,8,32,14,9,11,,,1,0,1,1,0,2,,,,,,,2,3,0,0,3,1,1,1,,,,,1,,,,,,,,6,17,12,5,12,8,40,15,9,11,,4,16,26,17,19,9,14,13,10,4
310851,1995.231.A-B,Multiples,German,Modern and Contemporary Art,Felt Suit,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,24,28,16,37,90,96,172,81,35,50,,,,1,8,1,1,2,,,,,,,,8,0,0,11,0,0,1,,,,,,1,,,,,,,28,51,32,52,97,112,195,91,38,54,,4,1,0,15,4,4,15,0,1,2
212486,1979.408,Sculpture,American,Modern and Contemporary Art,Books and Apple,1979,2028213,"North America, United States",38,-98,28750,American,David Smith,Artist,,9,7,7,8,20,25,38,41,36,19,,1,0,1,3,2,1,1,0,0,1,,,,,2,,,,,,,,,,,1,,,,,,,,10,13,16,11,21,26,43,46,38,21,,4,0,8,10,10,14,,,,
223024,BR63.28,Paintings,American,Modern and Contemporary Art,Homage to the Square: Against Deep Blue,1963,0,,0,0,28927,American,Josef Albers,Artist,,22,15,48,47,69,64,145,132,132,106,,,,1,1,1,0,1,,,,,,,,1,,,,,,,,,,2,0,0,0,2,,,,,29,30,108,75,79,77,176,153,156,133,,6,12,5,0,1,8,,,,
191182,M24193,Prints,American,Modern and Contemporary Art,Thirty-Four Parking Lots,1999,0,,0,0,28417,American,Edward Ruscha,Artist,,,6,1,0,0,2,19,2,3,2,,,,2,4,2,1,0,0,0,1,,,,,6,,,,,,,,,,,1,,,,,,,,,8,2,0,0,2,20,2,3,2,,5,9,0,21,9,9,7,0,3,2
